"Attribution: Attribution Number","Opportunity: Opportunity Name","Opportunity: Account Name","Partner Net ARR (converted) Currency","Partner Net ARR (converted)","Opportunity: Net ARR Atlas (Commission) Currency","Opportunity: Net ARR Atlas (Commission)","Opportunity: Net ARR Non-Atlas (Commission) (converted) Currency","Opportunity: Net ARR Non-Atlas (Commission) (converted)","Opportunity: zzDeprecate-Owner Area Group","Opportunity: zzDeprecate-Owner Regional Group","Partner","Split %","Role","Opportunity: Close Date","Opportunity: Fiscal Period","Opportunity: Stage","Status","Attribution: Created Date","Opportunity: Created Date"
"A-0561993","Southlinks Estate - Atlas contract opp - Run Rate - FY27-Q2","Southlinks Estate Philippines","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0594114","Gilas Gaming - Atlas Contract Opp - Run Rate - FY27-Q2","Gilas Gaming","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","10/10/2025","8/2/2025"
"A-0607377","Vela Ventures Inc - Atlas contract opp - Run Rate - FY27-Q3","Vela Ventures Inc","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0607010","Gilas Gaming - Atlas Contract Opp - Run Rate - FY27-Q3","Gilas Gaming","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0607051","AWS (MP) Private - VNPass - Run Rate - FY27-Q3","Cong Ty Co Phan VNPASS","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0610963","Yosemite Philippines - Atlas contract opp - Run Rate - FY27-Q3","Yosemite Philippines","USD","0.00","USD","0.00","USD","0.00","APAC","India & ASEAN","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0607126","Anhsin Technology Sdn Bhd Anh-Nyn - Renewal - Run Rate - FY27-Q3","Anhsin Technology Sdn Bhd","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0607394","Southlinks Estate - Atlas contract opp - Run Rate - FY27-Q3","Southlinks Estate Philippines","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0621324","Anhsin Technology Sdn Bhd Anh-Nyn, PS Package - Renewal","Anhsin Technology Sdn Bhd","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","35.00","Strategic","8/31/2026","Q3-2027","Research","Pending Approval","11/3/2025","11/3/2025"
"A-0647160","Gilas Gaming - Atlas Contract Opp - Run Rate - FY27-Q4","Gilas Gaming","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0647202","AWS (MP) Private - VNPass - Run Rate - FY27-Q4","Cong Ty Co Phan VNPASS","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0647506","Vela Ventures Inc - Atlas contract opp - Run Rate - FY27-Q4","Vela Ventures Inc","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0647522","Southlinks Estate - Atlas contract opp - Run Rate - FY27-Q4","Southlinks Estate Philippines","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0651081","Yosemite Philippines - Atlas contract opp - Run Rate - FY27-Q4","Yosemite Philippines","USD","0.00","USD","0.00","USD","0.00","APAC","India & ASEAN","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0535652","The Orange Company The Orange Company - ewallet app - Renewal","The Orange Company","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECloudvalley Technology Limited.","15.00","Influencing","2/26/2026","Q1-2027","Closed Won","Approved","5/7/2025","5/7/2025"
"A-0561458","SEASIA LEADAVATION CENTER CO., LTD. Customer Onboarding Project - Renewal - Run Rate - FY27-Q2","SEASIA LEADAVATION CENTER CO., LTD.","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECloudvalley Technology Limited.","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0558747","MyCloudFulfillment - Atlas AWS MP - Run Rate - FY27-Q2","MyCloudFulfillment","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECloudvalley Technology Limited.","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0604050","MyCloudFulfillment - Atlas AWS MP - Run Rate - FY27-Q3","MyCloudFulfillment","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECloudvalley Technology Limited.","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0606846","SEASIA LEADAVATION CENTER CO., LTD. Customer Onboarding Project - Renewal - Run Rate - FY27-Q3","SEASIA LEADAVATION CENTER CO., LTD.","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECloudvalley Technology Limited.","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0644280","MyCloudFulfillment - Atlas AWS MP - Run Rate - FY27-Q4","MyCloudFulfillment","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECloudvalley Technology Limited.","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0647001","SEASIA LEADAVATION CENTER CO., LTD. Customer Onboarding Project - Renewal - Run Rate - FY27-Q4","SEASIA LEADAVATION CENTER CO., LTD.","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECloudvalley Technology Limited.","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0710322","The Orange Company The Orange Company - ewallet app - Renewal - Run Rate - FY27-Q2","The Orange Company","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECloudvalley Technology Limited.","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","2/26/2026","8/2/2025"
"A-0710323","The Orange Company The Orange Company - ewallet app - Renewal - Run Rate - FY27-Q3","The Orange Company","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECloudvalley Technology Limited.","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","2/26/2026","11/2/2025"
"A-0710324","The Orange Company The Orange Company - ewallet app - Renewal - Run Rate - FY27-Q4","The Orange Company","USD","0.00","USD","0.00","USD","0.00","APAC","APAC CG","ECloudvalley Technology Limited.","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/26/2026","2/2/2026"
"A-0543573","EY Enterprise Tech ODL","EY Global Services Limited","USD","0.00","USD","0.00","USD","0.00","NAMER","East II","Hexaware Technologies, Inc.","0.00","Strategic","3/13/2026","Q1-2027","Closed Lost","Rejected","6/11/2025","6/11/2025"
"A-0562852","EY Global Services Limited Multiple Projects - Renewal - Run Rate - FY27-Q2","EY Global Services Limited","USD","0.00","USD","0.00","USD","0.00","NAMER","East II","Hexaware Technologies, Inc.","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0608277","EY Global Services Limited Multiple Projects - Renewal - Run Rate - FY27-Q3","EY Global Services Limited","USD","0.00","USD","0.00","USD","0.00","NAMER","East II","Hexaware Technologies, Inc.","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0640596","Federal Home Loan Mortgage Corporation (Freddie Mac) 2025 Atlas Renewal - Run Rate - FY27-Q1","Federal Home Loan Mortgage Corporation (Freddie Mac)","USD","0.00","USD","1369797.16","USD","0.00","NAMER","East III","Hexaware Technologies, Inc.","0.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Rejected","1/29/2026","5/2/2025"
"A-0640599","Federal Home Loan Mortgage Corporation (Freddie Mac) Atlas Land at Freddie for Loan APP - Renewal","Federal Home Loan Mortgage Corporation (Freddie Mac)","USD","0.00","USD","0.00","USD","0.00","NAMER","East III","Hexaware Technologies, Inc.","0.00","Influencing","4/30/2026","Q1-2027","Research","Rejected","1/29/2026","5/7/2025"
"A-0648390","EY Global Services Limited Multiple Projects - Renewal - Run Rate - FY27-Q4","EY Global Services Limited","USD","0.00","USD","0.00","USD","0.00","NAMER","East II","Hexaware Technologies, Inc.","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0600808","EY - CRM Dynamics - Hexaware","EY Global Services Limited","USD","0.00","USD","0.00","USD","0.00","APAC","IND ENT Hybrid 1","Hexaware Technologies Limited","0.00","Strategic","3/13/2026","Q1-2027","Closed Lost","Rejected","10/29/2025","10/29/2025"
"A-0602000","2/2 CMA CGM S.A : 2025/2028 Atlas Renewal - Run Rate - FY27-Q2","CMA CGM S.A.","USD","0.00","USD","0.00","USD","0.00","EMEA","France","Infosys","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","11/1/2025","11/1/2025"
"A-0609305","2/2 CMA CGM S.A : 2025/2028 Atlas Renewal - Run Rate - FY27-Q3","CMA CGM S.A.","USD","0.00","USD","0.00","USD","0.00","EMEA","France","Infosys","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0649404","2/2 CMA CGM S.A : 2025/2028 Atlas Renewal - Run Rate - FY27-Q4","CMA CGM S.A.","USD","0.00","USD","0.00","USD","0.00","EMEA","France","Infosys","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0701468","Daimler Truck AG Daimler Truck Infosys - Renewal","Daimler Truck AG","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","Infosys Automotive and Mobility GmbH & Co. KG","0.00","Reseller","12/31/2026","Q4-2027","Research","Approved","2/4/2026","2/4/2026"
"A-0626926","Contract-Postman Mobile App - Migration - Run Rate - FY27-Q1","bpost NV-SA","USD","0.00","USD","13718.97","USD","0.00","EMEA","EMEA PubSec","Infosys Belgium SA","0.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Rejected","11/27/2025","11/27/2025"
"A-0626929","Contract-Postman Mobile App - Migration - Run Rate - FY27-Q2","bpost NV-SA","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA PubSec","Infosys Belgium SA","0.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Rejected","11/27/2025","11/27/2025"
"A-0626930","Contract-Postman Mobile App - Migration - Run Rate - FY27-Q2","bpost NV-SA","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA PubSec","Infosys Belgium SA","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Approved","11/27/2025","11/27/2025"
"A-0626932","Contract-Postman Mobile App - Migration - Run Rate - FY27-Q3","bpost NV-SA","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA PubSec","Infosys Belgium SA","0.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Rejected","11/27/2025","11/27/2025"
"A-0626933","Contract-Postman Mobile App - Migration - Run Rate - FY27-Q3","bpost NV-SA","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA PubSec","Infosys Belgium SA","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/27/2025","11/27/2025"
"A-0648877","Contract-Postman Mobile App - Migration - Run Rate - FY27-Q4","bpost NV-SA","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA PubSec","Infosys Belgium SA","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0700824","DISH Network Corp Dish- DOMO - Renewal","DISH Network Corp","USD","0.00","USD","0.00","USD","0.00","NAMER","SoCal","Infosys Limited","35.00","Strategic","12/30/2026","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0524991","Infosys Limited Infosys Water Management - Renewal 2025 - Run Rate - FY27-Q1","Infosys Limited","USD","0.00","USD","29.93","USD","0.00","APAC","IND ENT Hybrid 1","Infosys Limited","0.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Rejected","5/2/2025","5/2/2025"
"A-0523788","Five Below, Inc 2023 Five Below Renewal - Renewal - Run Rate - FY27-Q1","Five Below, Inc.","USD","0.00","USD","-27903.40","USD","0.00","Americas","NAMER","Infosys Limited","0.00","Reseller","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0522367","Radial, Inc. Radial - ROM Plus - Renewal - Run Rate - FY27-Q1","Radial, Inc.","USD","0.00","USD","-179801.31","USD","0.00","Americas","Americas","Infosys Limited","0.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Rejected","5/2/2025","5/2/2025"
"A-0518484","Infosys Consulting Ltda Braskem_Infosys - Renewal - Run Rate - FY27-Q1","Infosys Consulting Ltda","USD","0.00","USD","0.00","USD","0.00","","","Infosys Limited","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0522154","The Goldman Sachs Group, Inc. Goldman Sachs - Atlas 2024 - Renewal - Run Rate - FY27-Q1","The Goldman Sachs Group, Inc.","USD","0.00","USD","640803.54","USD","0.00","NAMER","East II","Infosys Limited","0.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Rejected","5/2/2025","5/2/2025"
"A-0535451","Massachusetts Mutual Life Insurance Company MM Renewal + New Workloads - Renewal","Massachusetts Mutual Life Insurance Company","USD","0.00","USD","0.00","USD","0.00","NAMER","New England","Infosys Limited","0.00","Influencing","3/30/2026","Q1-2027","Closed Won","Rejected","5/7/2025","5/7/2025"
"A-0564325","CBRE, Inc. SmartFM - Renewal - Run Rate - FY27-Q2","CBRE, Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","South Central 2","Infosys Limited","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0563795","Toyota Motor Credit Corporation TFS ODS on AWS - Renewal - Run Rate - FY27-Q2","Toyota Motor Credit Corporation","USD","0.00","USD","0.00","USD","0.00","NAMER","South Central 2","Infosys Limited","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0558484","Infosys Consulting Ltda Braskem_Infosys - Renewal - Run Rate - FY27-Q2","Infosys Consulting Ltda","USD","0.00","USD","0.00","USD","0.00","","","Infosys Limited","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0562381","Radial, Inc. Radial - ROM Plus - Renewal 2025 - Run Rate - FY27-Q2","Radial, Inc.","USD","0.00","USD","0.00","USD","0.00","Americas","Americas","Infosys Limited","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0563823","Five Below, Inc 2023 Five Below Renewal - Renewal - Run Rate - FY27-Q2","Five Below, Inc.","USD","0.00","USD","0.00","USD","0.00","Americas","NAMER","Infosys Limited","0.00","Reseller","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0563824","Five Below, Inc 2023 Five Below Renewal - Renewal - Run Rate - FY27-Q2","Five Below, Inc.","USD","0.00","USD","0.00","USD","0.00","Americas","NAMER","Infosys Limited","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0562476","Technologent - Citizens Enterprise Renewal - Renewal - Run Rate - FY27-Q2","Citizens Financial Group","USD","0.00","USD","0.00","USD","0.00","NAMER","New England","Infosys Limited","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0562835","Recreational Equipment , Inc. Recreational Equipment - Online Checkout and BOPUS applications ... - Run Rate - FY27-Q2","Recreational Equipment , Inc.","USD","0.00","USD","0.00","USD","0.00","Americas","Americas","Infosys Limited","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0574246","CBRE, Inc. SmartFM - Renewal","CBRE, Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","South Central 2","Infosys Limited","15.00","Influencing","6/1/2026","Q2-2027","Research","Pending Approval","8/5/2025","8/5/2025"
"A-0575510","Radial, Inc. Radial - ROM Plus - Renewal","Radial, Inc.","USD","0.00","USD","0.00","USD","0.00","Americas","Americas","Infosys Limited","15.00","Influencing","6/30/2026","Q2-2027","Research","Pending Approval","8/5/2025","8/5/2025"
"A-0591359","PricewaterhouseCoopers Global Licensing Services Corporation PwC Global Atlas Agreement - Renewal - Run Rate - FY27-Q2","PricewaterhouseCoopers Global Licensing Services Corporation","USD","0.00","USD","0.00","USD","0.00","NAMER","East II","Infosys Limited","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","10/10/2025","10/10/2025"
"A-0593222","T-Mobile - AWS MP - Consolidated Renewal (8/25-12/25) - Run Rate - FY27-Q2","T-Mobile USA Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","SoCal","Infosys Limited","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","10/10/2025","8/12/2025"
"A-0607902","Technologent - Citizens Enterprise Renewal - Renewal - Run Rate - FY27-Q3","Citizens Financial Group","USD","0.00","USD","0.00","USD","0.00","NAMER","New England","Infosys Limited","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0603796","Infosys Consulting Ltda Braskem_Infosys - Renewal - Run Rate - FY27-Q3","Infosys Consulting Ltda","USD","0.00","USD","0.00","USD","0.00","","","Infosys Limited","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0602615","PricewaterhouseCoopers Global Licensing Services Corporation PwC Global Atlas Agreement - Renewal - Run Rate - FY27-Q3","PricewaterhouseCoopers Global Licensing Services Corporation","USD","0.00","USD","0.00","USD","0.00","NAMER","East II","Infosys Limited","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0608261","Recreational Equipment , Inc. Recreational Equipment - Online Checkout and BOPUS applications ... - Run Rate - FY27-Q3","Recreational Equipment , Inc.","USD","0.00","USD","0.00","USD","0.00","Americas","Americas","Infosys Limited","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0609340","Five Below, Inc 2023 Five Below Renewal - Renewal - Run Rate - FY27-Q3","Five Below, Inc.","USD","0.00","USD","0.00","USD","0.00","Americas","NAMER","Infosys Limited","0.00","Reseller","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0609341","Five Below, Inc 2023 Five Below Renewal - Renewal - Run Rate - FY27-Q3","Five Below, Inc.","USD","0.00","USD","0.00","USD","0.00","Americas","NAMER","Infosys Limited","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
